"dgp","method","n","b","truth","est","se"
"A","ipw",8000,50,0.843045749937839,0.842491185985564,0.0035834754865078
"A","fiml",8000,50,0.843045749937839,0.840270902662982,0.00402221870080071
"B","ipw",500,1,0.694887512467808,0.674002840980455,0.0329336155171183
"B","fiml",500,1,0.694887512467808,0.691481966279581,0.0324546825066758
"B","ipw",500,2,0.694887512467808,0.684170135749834,0.0319312397595233
"B","fiml",500,2,0.694887512467808,0.663418402026408,0.0289201169443391
"B","ipw",500,3,0.694887512467808,0.659793850540531,0.0292714009908384
"B","fiml",500,3,0.694887512467808,0.65453015391583,0.0294240162206519
"B","ipw",500,4,0.694887512467808,0.678953811824998,0.0289620855028241
"B","fiml",500,4,0.694887512467808,0.682599109454966,0.0265592391796552
"B","ipw",500,5,0.694887512467808,0.679653205846846,0.0274764030525535
"B","fiml",500,5,0.694887512467808,0.647526339030077,0.0276377585246421
"B","ipw",500,6,0.694887512467808,0.671575094048,0.0301146421338478
"B","fiml",500,6,0.694887512467808,0.64371638274948,0.0288479147443612
"B","ipw",500,7,0.694887512467808,0.699257835065624,0.0310693559423132
"B","fiml",500,7,0.694887512467808,0.699811455202667,0.0288874476282596
"B","ipw",500,8,0.694887512467808,0.696637408441723,0.0292866541747322
"B","fiml",500,8,0.694887512467808,0.679238697504823,0.0275967819827407
"B","ipw",500,9,0.694887512467808,0.632947139728101,0.0310078671395174
"B","fiml",500,9,0.694887512467808,0.632047606446936,0.0334585470473087
"B","ipw",500,10,0.694887512467808,0.726140506235444,0.0301777591330093
"B","fiml",500,10,0.694887512467808,0.718887228150675,0.0274163248584491
"B","ipw",500,11,0.694887512467808,0.748073193938695,0.0309393945550788
"B","fiml",500,11,0.694887512467808,0.750376357021454,0.0264449093339813
"B","ipw",500,12,0.694887512467808,0.645666233894125,0.0330144404033177
"B","fiml",500,12,0.694887512467808,0.634278794529196,0.030188248084895
"B","ipw",500,13,0.694887512467808,0.710482259337383,0.0302036685685322
"B","fiml",500,13,0.694887512467808,0.689266457773118,0.0286506859724702
"B","ipw",500,14,0.694887512467808,0.722674277767245,0.0293522100881567
"B","fiml",500,14,0.694887512467808,0.70988637164515,0.03274445340871
"B","ipw",500,15,0.694887512467808,0.672981894279292,0.0317123803176705
"B","fiml",500,15,0.694887512467808,0.674322291152928,0.0305836555633299
"B","ipw",500,16,0.694887512467808,0.672038804177268,0.0307947169266782
"B","fiml",500,16,0.694887512467808,0.667225735188969,0.0311150118513111
"B","ipw",500,17,0.694887512467808,0.727627991516849,0.0297396207465993
"B","fiml",500,17,0.694887512467808,0.709697307909497,0.027578939360002
"B","ipw",500,18,0.694887512467808,0.708908000416923,0.0279126818012675
"B","fiml",500,18,0.694887512467808,0.678254996648624,0.0281875986418372
"B","ipw",500,19,0.694887512467808,0.679315781392527,0.0292040469692578
"B","fiml",500,19,0.694887512467808,0.65572664712112,0.0319239264917882
"B","ipw",500,20,0.694887512467808,0.72851032804403,0.0319543585932109
"B","fiml",500,20,0.694887512467808,0.748530354684108,0.0302673791155309
"B","ipw",500,21,0.694887512467808,0.701574815791883,0.0291393727193178
"B","fiml",500,21,0.694887512467808,0.680230991810665,0.0377847856727346
"B","ipw",500,22,0.694887512467808,0.699725377859813,0.0338326455444322
"B","fiml",500,22,0.694887512467808,0.712899368976161,0.0273426446623445
"B","ipw",500,23,0.694887512467808,0.608825564806979,0.0342509079291597
"B","fiml",500,23,0.694887512467808,0.646285118605855,0.0289643295125299
"B","ipw",500,24,0.694887512467808,0.666741299463029,0.033930739443526
"B","fiml",500,24,0.694887512467808,0.682932040556456,0.0303207410592743
"B","ipw",500,25,0.694887512467808,0.656440904879286,0.0295841340389662
"B","fiml",500,25,0.694887512467808,0.65749339287446,0.0278067115688398
"B","ipw",500,26,0.694887512467808,0.716997550998086,0.0285539343006246
"B","fiml",500,26,0.694887512467808,0.70278254382482,0.0273394017594818
"B","ipw",500,27,0.694887512467808,0.709663613982518,0.0300826564581536
"B","fiml",500,27,0.694887512467808,0.728681594196549,0.026958045238715
"B","ipw",500,28,0.694887512467808,0.707977190235362,0.029136631693216
"B","fiml",500,28,0.694887512467808,0.686524360875067,0.0270236430401374
"B","ipw",500,29,0.694887512467808,0.687380503417318,0.0296758196645816
"B","fiml",500,29,0.694887512467808,0.661140879646144,0.030049416655823
"B","ipw",500,30,0.694887512467808,0.652902712361949,0.0307463717170132
"B","fiml",500,30,0.694887512467808,0.660380999964639,0.026831107439933
"B","ipw",500,31,0.694887512467808,0.676346535081775,0.0294419939159275
"B","fiml",500,31,0.694887512467808,0.668325663017577,0.0279907731439616
"B","ipw",500,32,0.694887512467808,0.712634484097594,0.0323494213223472
"B","fiml",500,32,0.694887512467808,0.737127022978103,0.0351197482885483
"B","ipw",500,33,0.694887512467808,0.698589039948251,0.029418619738639
"B","fiml",500,33,0.694887512467808,0.691787858921729,0.0370794817281383
"B","ipw",500,34,0.694887512467808,0.705768654313443,0.0309469774861308
"B","fiml",500,34,0.694887512467808,0.69261227459488,0.0287425201022076
"B","ipw",500,35,0.694887512467808,0.7068278126818,0.0282565758595378
"B","fiml",500,35,0.694887512467808,0.67419503697451,0.0278401705978038
"B","ipw",500,36,0.694887512467808,0.687557795809695,0.0329919620802475
"B","fiml",500,36,0.694887512467808,0.704283905272068,0.0281513581663865
"B","ipw",500,37,0.694887512467808,0.692956831982768,0.0302697333445405
"B","fiml",500,37,0.694887512467808,0.690449777275609,0.0374379043511309
"B","ipw",500,38,0.694887512467808,0.668549444671687,0.0303815218714279
"B","fiml",500,38,0.694887512467808,0.651934130933701,0.0314061449807017
"B","ipw",500,39,0.694887512467808,0.681757066865264,0.0311120944126957
"B","fiml",500,39,0.694887512467808,0.676440952610045,0.0310095597828681
"B","ipw",500,40,0.694887512467808,0.749424535539141,0.0267684868581113
"B","fiml",500,40,0.694887512467808,0.715056886400864,0.0296088111140318
"B","ipw",500,41,0.694887512467808,0.715610850622212,0.0351040758132413
"B","fiml",500,41,0.694887512467808,0.711770983446851,0.0323820249578662
"B","ipw",500,42,0.694887512467808,0.681424036399595,0.0291263495167045
"B","fiml",500,42,0.694887512467808,0.668115844884592,0.028330347660137
"B","ipw",500,43,0.694887512467808,0.746049805172451,0.0284231506448975
"B","fiml",500,43,0.694887512467808,0.694588323771014,0.0285705120001105
"B","ipw",500,44,0.694887512467808,0.68627257449805,0.0316114751624875
"B","fiml",500,44,0.694887512467808,0.647426053702336,0.0309120536731278
"B","ipw",500,45,0.694887512467808,0.731081956136409,0.0286580064718598
"B","fiml",500,45,0.694887512467808,0.692380736665491,0.0289674996403888
"B","ipw",500,46,0.694887512467808,0.653378904837762,0.0290537272709768
"B","fiml",500,46,0.694887512467808,0.669208120181698,0.0456605355770701
"B","ipw",500,47,0.694887512467808,0.763699750110127,0.0278372833326825
"B","fiml",500,47,0.694887512467808,0.73945402430245,0.0279974150612598
"B","ipw",500,48,0.694887512467808,0.74403370198777,0.0277856263317103
"B","fiml",500,48,0.694887512467808,0.724597206697289,0.0290163493388749
"B","ipw",500,49,0.694887512467808,0.735979078229712,0.0292452793076331
"B","fiml",500,49,0.694887512467808,0.727812013989289,0.0282525640189012
"B","ipw",500,50,0.694887512467808,0.673467542888366,0.0295154359007017
"B","fiml",500,50,0.694887512467808,0.657278152623378,0.0309165273151297
"B","ipw",2000,1,0.694887512467808,0.668046243602715,0.0156216478594377
"B","fiml",2000,1,0.694887512467808,0.653386158306474,0.0144906834424936
"B","ipw",2000,2,0.694887512467808,0.688319029259509,0.0157983501833793
"B","fiml",2000,2,0.694887512467808,0.688355362174906,0.0148235510202608
"B","ipw",2000,3,0.694887512467808,0.6880926768627,0.0153799902694381
"B","fiml",2000,3,0.694887512467808,0.684709223357605,0.0171357148232089
"B","ipw",2000,4,0.694887512467808,0.666131626638005,0.0147822174231565
"B","fiml",2000,4,0.694887512467808,0.653603042464084,0.0169951732343175
"B","ipw",2000,5,0.694887512467808,0.673202691544043,0.0160383417782592
"B","fiml",2000,5,0.694887512467808,0.676621164605605,0.0158001823125637
"B","ipw",2000,6,0.694887512467808,0.678758532992151,0.0147603521302906
"B","fiml",2000,6,0.694887512467808,0.666128536913148,0.0147622234632654
"B","ipw",2000,7,0.694887512467808,0.691418102689519,0.0145475799633659
"B","fiml",2000,7,0.694887512467808,0.694883470077019,0.0142782561260763
"B","ipw",2000,8,0.694887512467808,0.71975884135851,0.0148204074258059
"B","fiml",2000,8,0.694887512467808,0.704782019463972,0.014513960981189
"B","ipw",2000,9,0.694887512467808,0.687952195947336,0.0153570858058594
"B","fiml",2000,9,0.694887512467808,0.681330157187333,0.0146616617859976
"B","ipw",2000,10,0.694887512467808,0.6816460860489,0.0158413397046692
"B","fiml",2000,10,0.694887512467808,0.66971810705231,0.0146475253651833
"B","ipw",2000,11,0.694887512467808,0.703235114391097,0.0151640192598853
"B","fiml",2000,11,0.694887512467808,0.690591348628399,0.0150844241767517
"B","ipw",2000,12,0.694887512467808,0.71096290751025,0.0152950034351299
"B","fiml",2000,12,0.694887512467808,0.702716742400953,0.0134469821634737
"B","ipw",2000,13,0.694887512467808,0.693507050871957,0.0144104502984605
"B","fiml",2000,13,0.694887512467808,0.677587386188179,0.0140224449540093
"B","ipw",2000,14,0.694887512467808,0.703206385701883,0.0139615562558391
"B","fiml",2000,14,0.694887512467808,0.688408092428161,0.0143017899535401
"B","ipw",2000,15,0.694887512467808,0.713137126513887,0.0144043309391855
"B","fiml",2000,15,0.694887512467808,0.702758260313778,0.0172827006072228
"B","ipw",2000,16,0.694887512467808,0.681749461140134,0.0153453799489145
"B","fiml",2000,16,0.694887512467808,0.65035221165361,0.0155803963521108
"B","ipw",2000,17,0.694887512467808,0.696565142156908,0.0149631596853174
"B","fiml",2000,17,0.694887512467808,0.681322909842382,0.0154036882803742
"B","ipw",2000,18,0.694887512467808,0.679775059893752,0.0156667012103408
"B","fiml",2000,18,0.694887512467808,0.685941660903791,0.0161231847232271
"B","ipw",2000,19,0.694887512467808,0.701846604865735,0.0153318025986265
"B","fiml",2000,19,0.694887512467808,0.697526904265524,0.0153481139349916
"B","ipw",2000,20,0.694887512467808,0.697472554673863,0.0148189596623966
"B","fiml",2000,20,0.694887512467808,0.684038933913417,0.0153631789512249
"B","ipw",2000,21,0.694887512467808,0.723848485573128,0.0151338698989712
"B","fiml",2000,21,0.694887512467808,0.70428630599367,0.0143356584910536
"B","ipw",2000,22,0.694887512467808,0.686993483331861,0.0142132306606686
"B","fiml",2000,22,0.694887512467808,0.678221381518261,0.0157319186331188
"B","ipw",2000,23,0.694887512467808,0.676394195302787,0.0161345477484803
"B","fiml",2000,23,0.694887512467808,0.679845473059698,0.0149801908455878
"B","ipw",2000,24,0.694887512467808,0.708725825067372,0.0139701294099777
"B","fiml",2000,24,0.694887512467808,0.685120963380629,0.0170733390207848
"B","ipw",2000,25,0.694887512467808,0.678282031701876,0.0152810441608946
"B","fiml",2000,25,0.694887512467808,0.669038818992435,0.0171936838936615
"B","ipw",2000,26,0.694887512467808,0.691661387672882,0.0155424657591761
"B","fiml",2000,26,0.694887512467808,0.685229223713186,0.0151951622890625
"B","ipw",2000,27,0.694887512467808,0.692485950098899,0.0148345906269106
"B","fiml",2000,27,0.694887512467808,0.679268826315567,0.0156177588412204
"B","ipw",2000,28,0.694887512467808,0.705162003401547,0.015993222659294
"B","fiml",2000,28,0.694887512467808,0.684081772917015,0.015250331417545
"B","ipw",2000,29,0.694887512467808,0.719381067822794,0.0141146144742892
"B","fiml",2000,29,0.694887512467808,0.701256243392585,0.0149763010017277
"B","ipw",2000,30,0.694887512467808,0.689956229026331,0.0144114012534243
"B","fiml",2000,30,0.694887512467808,0.687139181940495,0.01691128150571
"B","ipw",2000,31,0.694887512467808,0.707311270062843,0.0145014802729319
"B","fiml",2000,31,0.694887512467808,0.695214045065637,0.0149053053745927
"B","ipw",2000,32,0.694887512467808,0.682007388926217,0.0147138999785548
"B","fiml",2000,32,0.694887512467808,0.678970410844912,0.0155339767347126
"B","ipw",2000,33,0.694887512467808,0.663453755687829,0.0156103642205448
"B","fiml",2000,33,0.694887512467808,0.654408260275157,0.0129969099321446
"B","ipw",2000,34,0.694887512467808,0.694263633899294,0.0142287607499318
"B","fiml",2000,34,0.694887512467808,0.672857848135815,0.0156879032711387
"B","ipw",2000,35,0.694887512467808,0.701767535598113,0.0148335057245027
"B","fiml",2000,35,0.694887512467808,0.689160616738849,0.0144579095978612
"B","ipw",2000,36,0.694887512467808,0.702077589548789,0.0145490734332179
"B","fiml",2000,36,0.694887512467808,0.695827925460004,0.0146713983409705
"B","ipw",2000,37,0.694887512467808,0.672436306081068,0.0151850648241918
"B","fiml",2000,37,0.694887512467808,0.664151616576647,0.0170271906900069
"B","ipw",2000,38,0.694887512467808,0.681486382624806,0.0147080168592271
"B","fiml",2000,38,0.694887512467808,0.67332252183395,0.0147829373083579
"B","ipw",2000,39,0.694887512467808,0.715108008039177,0.0146503785325751
"B","fiml",2000,39,0.694887512467808,0.69852526564142,0.013444065868556
"B","ipw",2000,40,0.694887512467808,0.692990103160414,0.0150033422311333
"B","fiml",2000,40,0.694887512467808,0.688440906114579,0.0150073635874636
"B","ipw",2000,41,0.694887512467808,0.703353463035995,0.015454841325664
"B","fiml",2000,41,0.694887512467808,0.708993726544398,0.0161492524593152
"B","ipw",2000,42,0.694887512467808,0.726646279331587,0.014626324518653
"B","fiml",2000,42,0.694887512467808,0.704759073973674,0.0154615423454591
"B","ipw",2000,43,0.694887512467808,0.675233375189348,0.0157050784341581
"B","fiml",2000,43,0.694887512467808,0.661990819883322,0.016074983661364
"B","ipw",2000,44,0.694887512467808,0.694446228411224,0.0153318035828784
"B","fiml",2000,44,0.694887512467808,0.686817487146397,0.0148809352691959
"B","ipw",2000,45,0.694887512467808,0.698514994154012,0.0157910873072279
"B","fiml",2000,45,0.694887512467808,0.684305262539272,0.0148112387642072
"B","ipw",2000,46,0.694887512467808,0.68625943841892,0.015548443235577
"B","fiml",2000,46,0.694887512467808,0.670078471505347,0.0185409362756026
"B","ipw",2000,47,0.694887512467808,0.702642336288602,0.0149303777495692
"B","fiml",2000,47,0.694887512467808,0.689434584289472,0.015147820072659
"B","ipw",2000,48,0.694887512467808,0.705572398809983,0.0149985442403341
"B","fiml",2000,48,0.694887512467808,0.698936667438061,0.015325226346294
"B","ipw",2000,49,0.694887512467808,0.701690706342934,0.0152160457863407
"B","fiml",2000,49,0.694887512467808,0.680139503604043,0.0177979165039051
"B","ipw",2000,50,0.694887512467808,0.689782597337415,0.0151532117594488
"B","fiml",2000,50,0.694887512467808,0.658286760161729,0.0148686710615371
"B","ipw",8000,1,0.694887512467808,0.684793308201046,0.00748935364281885
"B","fiml",8000,1,0.694887512467808,0.680291769637528,0.00726136417327998
"B","ipw",8000,2,0.694887512467808,0.675640054533935,0.00757144790789244
"B","fiml",8000,2,0.694887512467808,0.671475252980654,0.00787712413966895
"B","ipw",8000,3,0.694887512467808,0.688073687882888,0.00743323538729811
"B","fiml",8000,3,0.694887512467808,0.684297851562681,0.00804708506888158
"B","ipw",8000,4,0.694887512467808,0.704244889952454,0.00738040067209406
"B","fiml",8000,4,0.694887512467808,0.700560951235685,0.0076643503556834
"B","ipw",8000,5,0.694887512467808,0.690523806413658,0.0077719475330657
"B","fiml",8000,5,0.694887512467808,0.688984782480859,0.00789054772775363
"B","ipw",8000,6,0.694887512467808,0.686634083869271,0.00761776112015393
"B","fiml",8000,6,0.694887512467808,0.686860175160165,0.00728384493466628
"B","ipw",8000,7,0.694887512467808,0.689311774667375,0.00769799714992688
"B","fiml",8000,7,0.694887512467808,0.683327549189711,0.00848018175455571
"B","ipw",8000,8,0.694887512467808,0.680041347795312,0.00757235220420543
"B","fiml",8000,8,0.694887512467808,0.673423500395826,0.00830331803725576
"B","ipw",8000,9,0.694887512467808,0.697394634321928,0.0073229497334933
"B","fiml",8000,9,0.694887512467808,0.690587283165135,0.00870216017545076
"B","ipw",8000,10,0.694887512467808,0.68244367059007,0.00758081801934957
"B","fiml",8000,10,0.694887512467808,0.683247094571781,0.00888424190710323
"B","ipw",8000,11,0.694887512467808,0.696291993157481,0.0074883111592003
"B","fiml",8000,11,0.694887512467808,0.691098438156356,0.00766044310787644
"B","ipw",8000,12,0.694887512467808,0.688605804159768,0.00761251567032327
"B","fiml",8000,12,0.694887512467808,0.684141307712374,0.00825538257437698
"B","ipw",8000,13,0.694887512467808,0.701829888343794,0.00749872392928906
"B","fiml",8000,13,0.694887512467808,0.698425689330108,0.00770659434295344
"B","ipw",8000,14,0.694887512467808,0.698065735453302,0.00735788742234617
"B","fiml",8000,14,0.694887512467808,0.69203573298132,0.00748915666280061
"B","ipw",8000,15,0.694887512467808,0.691183528019577,0.00752885646665169
"B","fiml",8000,15,0.694887512467808,0.683716027845446,0.0073004056369307
"B","ipw",8000,16,0.694887512467808,0.700158826378759,0.0076112834892147
"B","fiml",8000,16,0.694887512467808,0.697551438842206,0.00732819351547231
"B","ipw",8000,17,0.694887512467808,0.689334226355327,0.00755193503158671
"B","fiml",8000,17,0.694887512467808,0.685018090606718,0.00750095227573303
"B","ipw",8000,18,0.694887512467808,0.68851906480876,0.00759795991228034
"B","fiml",8000,18,0.694887512467808,0.68629270790143,0.00713498460716753
"B","ipw",8000,19,0.694887512467808,0.696524672460358,0.00771405315022592
"B","fiml",8000,19,0.694887512467808,0.691605683029743,0.00803368161871758
"B","ipw",8000,20,0.694887512467808,0.693325537489843,0.00742537233565498
"B","fiml",8000,20,0.694887512467808,0.683713703610213,0.00741487557932371
"B","ipw",8000,21,0.694887512467808,0.695927486403997,0.00753082322296106
"B","fiml",8000,21,0.694887512467808,0.689577875264773,0.00829765732735857
"B","ipw",8000,22,0.694887512467808,0.704004692115815,0.00754610051087469
"B","fiml",8000,22,0.694887512467808,0.698111659190267,0.00715779049785964
"B","ipw",8000,23,0.694887512467808,0.705895796512006,0.00749743222703548
"B","fiml",8000,23,0.694887512467808,0.699074712964546,0.00834683991058569
"B","ipw",8000,24,0.694887512467808,0.679594324916533,0.00764422398353128
"B","fiml",8000,24,0.694887512467808,0.681094778656029,0.00728963842344353
"B","ipw",8000,25,0.694887512467808,0.686657270684758,0.00759171146464787
"B","fiml",8000,25,0.694887512467808,0.684574933712652,0.00786446057715922
"B","ipw",8000,26,0.694887512467808,0.694688730125875,0.0075243684048796
"B","fiml",8000,26,0.694887512467808,0.688218037269803,0.007190355580367
"B","ipw",8000,27,0.694887512467808,0.687003154923927,0.00779244586945079
"B","fiml",8000,27,0.694887512467808,0.682383549076321,0.00736615148727893
"B","ipw",8000,28,0.694887512467808,0.69350570647317,0.00753946324526465
"B","fiml",8000,28,0.694887512467808,0.689198036584146,0.00947656155069414
"B","ipw",8000,29,0.694887512467808,0.700325216178713,0.00741326818580112
"B","fiml",8000,29,0.694887512467808,0.698570628193859,0.00710745978247738
"B","ipw",8000,30,0.694887512467808,0.696004708492588,0.00748712627620544
"B","fiml",8000,30,0.694887512467808,0.687726540042882,0.00756791042717541
"B","ipw",8000,31,0.694887512467808,0.699835815171623,0.00737915347699377
"B","fiml",8000,31,0.694887512467808,0.693427700664521,0.00875259837819685
"B","ipw",8000,32,0.694887512467808,0.701137653625743,0.00743775457079064
"B","fiml",8000,32,0.694887512467808,0.694455705506736,0.00731696143458053
"B","ipw",8000,33,0.694887512467808,0.70329674602012,0.00751467256919267
"B","fiml",8000,33,0.694887512467808,0.697037408561738,0.00761556730224971
"B","ipw",8000,34,0.694887512467808,0.693900289292565,0.00770969933116774
"B","fiml",8000,34,0.694887512467808,0.694102548702691,0.00804796948466789
"B","ipw",8000,35,0.694887512467808,0.680872897607901,0.00775746953731004
"B","fiml",8000,35,0.694887512467808,0.682528557211625,0.00735479558669296
"B","ipw",8000,36,0.694887512467808,0.6870781334706,0.00760719601808842
"B","fiml",8000,36,0.694887512467808,0.684874948368018,0.00808983022183249
"B","ipw",8000,37,0.694887512467808,0.684965592195141,0.00754148410789244
"B","fiml",8000,37,0.694887512467808,0.689687337640845,0.00713182148525003
"B","ipw",8000,38,0.694887512467808,0.694600054426549,0.00736166583996214
"B","fiml",8000,38,0.694887512467808,0.695266248609657,0.00821100321733487
"B","ipw",8000,39,0.694887512467808,0.684477568983496,0.00754260860065701
"B","fiml",8000,39,0.694887512467808,0.681044163708803,0.00813363732067285
"B","ipw",8000,40,0.694887512467808,0.694357104101023,0.00750740408752171
"B","fiml",8000,40,0.694887512467808,0.695247723557154,0.00726301595484818
"B","ipw",8000,41,0.694887512467808,0.6838512227364,0.00754300712500205
"B","fiml",8000,41,0.694887512467808,0.68298307796489,0.00775688404233075
"B","ipw",8000,42,0.694887512467808,0.695664934002659,0.00753864899469697
"B","fiml",8000,42,0.694887512467808,0.69331860579309,0.00755569879079728
"B","ipw",8000,43,0.694887512467808,0.683803264874442,0.00774201893865956
"B","fiml",8000,43,0.694887512467808,0.683131678377874,0.00708942333849206
"B","ipw",8000,44,0.694887512467808,0.688171594975941,0.00750907646847725
"B","fiml",8000,44,0.694887512467808,0.690151940263706,0.00749277732818178
"B","ipw",8000,45,0.694887512467808,0.7063012298354,0.00745423475625009
"B","fiml",8000,45,0.694887512467808,0.702311817090297,0.00753970735385904
"B","ipw",8000,46,0.694887512467808,0.694390552837853,0.00760712946481917
"B","fiml",8000,46,0.694887512467808,0.692304761286789,0.00812414600071715
"B","ipw",8000,47,0.694887512467808,0.709920204791252,0.00739281570117719
"B","fiml",8000,47,0.694887512467808,0.705741479093393,0.00797297231788226
"B","ipw",8000,48,0.694887512467808,0.69190622264967,0.00753034232380764
"B","fiml",8000,48,0.694887512467808,0.687639619689906,0.00796137159105527
"B","ipw",8000,49,0.694887512467808,0.694599792773557,0.00746813072196024
"B","fiml",8000,49,0.694887512467808,0.692632171810775,0.00712400657787185
"B","ipw",8000,50,0.694887512467808,0.702761506542539,0.00765801898981252
