"target","R","n","coefficient","method","reps","valid_reps","coverage","miss_below","miss_above","mean_length","median_length","mean_estimate","bias","sd_estimate","mean_se","mean_skew_if"
0.9,2,10,"Brennan-Prediger","arcsine",300,300,0.57,0.00333333333333333,0.426666666666667,0.305818403300244,0.106263956375607,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","basic",300,300,0.39,0,0.61,0.340630717143082,0.1073035358956,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","cf_if",300,172,0.680232558139535,0,0.319767441860465,0.514756611732656,0.371877019382737,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","cf_student_minus",300,172,0.825581395348837,0.174418604651163,0,0.514756611732656,0.371877019382737,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","cf_student_plus",300,172,0.616279069767442,0,0.383720930232558,0.514756611732656,0.371877019382737,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,10,"Brennan-Prediger","fisher",300,300,0.566666666666667,0.00666666666666667,0.426666666666667,0.384840575486252,0.197305306432524,0.906916666666667,0.00691666666666668,0.145055322356802,0.0752889150994562,-2.44340594245009
0.9,2,20,"Brennan-Prediger","arcsine",300,300,0.636666666666667,0.00333333333333333,0.36,0.316368422722284,0.204593203926921,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","basic",300,300,0.64,0,0.36,0.331701803553312,0.207660792601519,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","cf_if",300,241,0.796680497925311,0,0.203319502074689,0.386657035161955,0.429825732312246,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","cf_student_minus",300,241,0.684647302904564,0.112033195020747,0.203319502074689,0.386657035161955,0.429825732312245,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","cf_student_plus",300,241,0.622406639004149,0,0.377593360995851,0.386657035161955,0.429825732312245,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,20,"Brennan-Prediger","fisher",300,300,0.636666666666667,0.0233333333333333,0.34,0.409382094011737,0.337775272612282,0.893958333333333,-0.00604166666666672,0.113041979196925,0.0792398450592779,-3.61132579737814
0.9,2,40,"Brennan-Prediger","arcsine",300,300,0.806666666666667,0.00333333333333333,0.19,0.236895487530519,0.22336051891164,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","basic",300,300,0.72,0,0.28,0.241733229091076,0.226708374095145,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","cf_if",300,289,0.743944636678201,0,0.256055363321799,0.243152271756532,0.235979124503729,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","cf_student_minus",300,289,0.820069204152249,0.0519031141868512,0.1280276816609,0.243152271756532,0.235979124503729,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","cf_student_plus",300,289,0.615916955017301,0,0.384083044982699,0.243152271756532,0.235979124503729,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,2,40,"Brennan-Prediger","fisher",300,300,0.823333333333333,0.0166666666666667,0.16,0.297245194455964,0.307492326854194,0.9055625,0.00556250000000003,0.0714032431278902,0.0597553552785719,-4.69640863901832
0.9,5,10,"Brennan-Prediger","arcsine",300,300,0.743333333333333,0.00666666666666667,0.25,0.313618821176381,0.371612826143944,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","basic",300,300,0.746666666666667,0,0.253333333333333,0.325862873578779,0.382596706662212,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","cf_if",300,263,0.76425855513308,0,0.23574144486692,0.322051781634207,0.334689317444463,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","cf_student_minus",300,263,0.82509505703422,0.0304182509505703,0.144486692015209,0.322051781634207,0.334689317444463,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","cf_student_plus",300,263,0.67680608365019,0,0.32319391634981,0.322051781634207,0.334689317444463,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,10,"Brennan-Prediger","fisher",300,300,0.733333333333333,0.02,0.246666666666667,0.41929275711315,0.466412649465656,0.896033333333333,-0.00396666666666667,0.0896887905634329,0.072024808651159,-2.21763431174126
0.9,5,20,"Brennan-Prediger","arcsine",300,300,0.796666666666667,0.00333333333333333,0.2,0.231435931427176,0.20484443024813,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","basic",300,300,0.783333333333333,0,0.216666666666667,0.235556653370056,0.206987274949464,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","cf_if",300,295,0.752542372881356,0,0.247457627118644,0.224320252802963,0.199685609293221,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","cf_student_minus",300,295,0.789830508474576,0.0305084745762712,0.179661016949153,0.224320252802963,0.199685609293221,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","cf_student_plus",300,295,0.647457627118644,0,0.352542372881356,0.224320252802963,0.199685609293221,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,20,"Brennan-Prediger","fisher",300,300,0.883333333333333,0.02,0.0966666666666667,0.285892988667289,0.265619555433236,0.902891666666667,0.00289166666666663,0.0671881556383452,0.0562718457233993,-2.97495360146853
0.9,5,40,"Brennan-Prediger","arcsine",300,300,0.9,0.0166666666666667,0.0833333333333333,0.180116582450866,0.187147859931941,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","basic",300,300,0.863333333333333,0.00333333333333333,0.133333333333333,0.181581914815714,0.188389191354671,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","cf_if",300,300,0.843333333333333,0.00333333333333333,0.153333333333333,0.175950764279968,0.182546936100879,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","cf_student_minus",300,300,0.9,0.0266666666666667,0.0733333333333333,0.175950764279968,0.182546936100879,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","cf_student_plus",300,300,0.77,0,0.23,0.175950764279968,0.182546936100879,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,5,40,"Brennan-Prediger","fisher",300,300,0.906666666666667,0.0233333333333333,0.07,0.202122060506764,0.214979608362068,0.896929166666667,-0.00307083333333336,0.0478385464808826,0.0448862238459087,-3.42104407158649
0.9,2,10,"Conger","arcsine",300,300,0.526666666666667,0.0133333333333333,0.46,0.316587894408245,0.117827645601096,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","basic",300,300,0.47,0.00666666666666667,0.523333333333333,0.344917247598753,0.119188825566894,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","cf_if",300,172,0.744186046511628,0.0174418604651163,0.238372093023256,0.521234359576293,0.422689789981615,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","cf_student_minus",300,172,0.784883720930233,0.104651162790698,0.11046511627907,0.521234359576293,0.422689789981615,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","cf_student_plus",300,172,0.662790697674419,0.0232558139534884,0.313953488372093,0.521234359576293,0.422689789981615,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,10,"Conger","fisher",300,300,0.543333333333333,0.03,0.426666666666667,0.407844784650726,0.227575624133272,0.898228011863239,-0.00177198813676127,0.159872982327297,0.0762363582139675,-1.93123505320683
0.9,2,20,"Conger","arcsine",300,300,0.646666666666667,0.00666666666666667,0.346666666666667,0.322510566792017,0.26272780459466,0.890752621823272,-0.00924737817672838,0.111962167261793,0.0805949683063281,-3.23178720620788
0.9,2,20,"Conger","basic",300,300,0.646666666666667,0.00333333333333333,0.35,0.33737441465884,0.2683154483848,0.890752621823272,-0.00924737817672838,0.111962167261793,0.0805949683063281,-3.23178720620788
0.9,2,20,"Conger","cf_if",300,241,0.800829875518672,0.004149377593361,0.195020746887967,0.39326946526693,0.406321923491544,0.890752621823272,-0.00924737817672838,0.111962167261793,0.0805949683063281,-3.23178720620788
0.9,2,20,"Conger","cf_student_minus",300,241,0.763485477178423,0.0497925311203319,0.186721991701245,0.39326946526693,0.406321923491544,0.890752621823272,-0.00924737817672838,0.111962167261793,0.0805949683063281,-3.23178720620788
0.9,2,20,"Conger","cf_student_plus",300,241,0.688796680497925,0.004149377593361,0.307053941908714,0.39326946526693,0.406321923491544,0.890752621823272,-0.00924737817672838,0.111962167261793,0.0805949683063281,-3.23178720620788
0.9,2,20,"Conger","fisher",300,300,0.706666666666667,0.03,0.263333333333333,0.417359411340193,0.393152898098594,0.890752621823272,-0.00924737817672838,0.111962167261793,0.0805949683063281,-3.23178720620788
0.9,2,40,"Conger","arcsine",300,300,0.803333333333333,0.00333333333333333,0.193333333333333,0.243138972216804,0.242823353173682,0.902743371136703,0.00274337113670287,0.072138332249026,0.0613155729684089,-4.35452380396106
0.9,2,40,"Conger","basic",300,300,0.746666666666667,0,0.253333333333333,0.248044905400104,0.246352920772675,0.902743371136703,0.00274337113670287,0.072138332249026,0.0613155729684089,-4.35452380396106
0.9,2,40,"Conger","cf_if",300,289,0.743944636678201,0,0.256055363321799,0.249500999396925,0.241326004821666,0.902743371136703,0.00274337113670287,0.072138332249026,0.0613155729684089,-4.35452380396106
0.9,2,40,"Conger","cf_student_minus",300,289,0.833910034602076,0.0346020761245675,0.131487889273356,0.249500999396925,0.241326004821666,0.902743371136703,0.00274337113670287,0.072138332249026,0.0613155729684089,-4.35452380396106
0.9,2,40,"Conger","cf_student_plus",300,289,0.671280276816609,0,0.328719723183391,0.249500999396925,0.241326004821666,0.902743371136703,0.00274337113670287,0.072138332249026,0.0613155729684089,-4.35452380396106
0.9,2,40,"Conger","fisher",300,300,0.83,0.0133333333333333,0.156666666666667,0.30479047647977,0.324621917979829,0.902743371136703,0.00274337113670287,0.072138332249026,0.0613155729684089,-4.35452380396106
0.9,5,10,"Conger","arcsine",300,300,0.74,0.0266666666666667,0.233333333333333,0.336045239601742,0.335765058991959,0.881955210925392,-0.0180447890746078,0.105819004289921,0.0772635022102172,-1.63109786199781
0.9,5,10,"Conger","basic",300,300,0.73,0.0133333333333333,0.256666666666667,0.349564369895436,0.347156594912395,0.881955210925392,-0.0180447890746078,0.105819004289921,0.0772635022102172,-1.63109786199781
0.9,5,10,"Conger","cf_if",300,263,0.787072243346008,0.0228136882129278,0.190114068441065,0.345476079813209,0.323627917754328,0.881955210925392,-0.0180447890746078,0.105819004289921,0.0772635022102172,-1.63109786199781
0.9,5,10,"Conger","cf_student_minus",300,263,0.821292775665399,0.0456273764258555,0.133079847908745,0.345476079813209,0.323627917754328,0.881955210925392,-0.0180447890746078,0.105819004289921,0.0772635022102172,-1.63109786199781
0.9,5,10,"Conger","cf_student_plus",300,263,0.733840304182509,0.0190114068441065,0.247148288973384,0.345476079813209,0.323627917754328,0.881955210925392,-0.0180447890746078,0.105819004289921,0.0772635022102172,-1.63109786199781
0.9,5,10,"Conger","fisher",300,300,0.796666666666667,0.0466666666666667,0.156666666666667,0.443462250201022,0.443822009971926,0.881955210925392,-0.0180447890746078,0.105819004289921,0.0772635022102172,-1.63109786199781
0.9,5,20,"Conger","arcsine",300,300,0.833333333333333,0.01,0.156666666666667,0.241992515218907,0.247648435153531,0.897943323171416,-0.00205667682858401,0.0673373760415738,0.058823742581792,-2.43483142294987
0.9,5,20,"Conger","basic",300,300,0.793333333333333,0,0.206666666666667,0.246239016388026,0.251106071177077,0.897943323171416,-0.00205667682858401,0.0673373760415738,0.058823742581792,-2.43483142294987
0.9,5,20,"Conger","cf_if",300,295,0.779661016949153,0,0.220338983050847,0.234493051314239,0.23849676827084,0.897943323171416,-0.00205667682858401,0.0673373760415738,0.058823742581792,-2.43483142294987
0.9,5,20,"Conger","cf_student_minus",300,295,0.840677966101695,0.0203389830508475,0.138983050847458,0.234493051314239,0.23849676827084,0.897943323171416,-0.00205667682858401,0.0673373760415738,0.058823742581792,-2.43483142294987
0.9,5,20,"Conger","cf_student_plus",300,295,0.725423728813559,0,0.274576271186441,0.234493051314239,0.23849676827084,0.897943323171416,-0.00205667682858401,0.0673373760415738,0.058823742581792,-2.43483142294987
0.9,5,20,"Conger","fisher",300,300,0.876666666666667,0.0266666666666667,0.0966666666666667,0.299123233303642,0.311619840203063,0.897943323171416,-0.00205667682858401,0.0673373760415738,0.058823742581792,-2.43483142294987
0.9,5,40,"Conger","arcsine",300,300,0.893333333333333,0.02,0.0866666666666667,0.18406362249584,0.187386348889657,0.893848538183216,-0.00615146181678394,0.0493917425540877,0.0458696685852625,-2.85309104118934
0.9,5,40,"Conger","basic",300,300,0.876666666666667,0.01,0.113333333333333,0.185560324305012,0.188573725351394,0.893848538183216,-0.00615146181678394,0.0493917425540877,0.0458696685852625,-2.85309104118934
0.9,5,40,"Conger","cf_if",300,300,0.846666666666667,0.01,0.143333333333333,0.179805796819806,0.182725747398205,0.893848538183216,-0.00615146181678394,0.0493917425540877,0.0458696685852625,-2.85309104118934
0.9,5,40,"Conger","cf_student_minus",300,300,0.893333333333333,0.03,0.0766666666666667,0.179805796819806,0.182725747398205,0.893848538183216,-0.00615146181678394,0.0493917425540877,0.0458696685852625,-2.85309104118934
0.9,5,40,"Conger","cf_student_plus",300,300,0.803333333333333,0,0.196666666666667,0.179805796819806,0.182725747398205,0.893848538183216,-0.00615146181678394,0.0493917425540877,0.0458696685852625,-2.85309104118934
0.9,5,40,"Conger","fisher",300,300,0.913333333333333,0.0466666666666667,0.04,0.206278071378018,0.21231577776916,0.893848538183216,-0.00615146181678394,0.0493917425540877,0.0458696685852625,-2.85309104118934
0.9,2,10,"Fleiss","arcsine",300,300,0.53,0.01,0.46,0.329509141789499,0.11826700561182,0.896202098756245,-0.00379790124375468,0.164954781674006,0.0802581537174282,-1.94361085240591
0.9,2,10,"Fleiss","basic",300,300,0.473333333333333,0.00333333333333333,0.523333333333333,0.363113114609679,0.119641962070902,0.896202098756245,-0.00379790124375468,0.164954781674006,0.0802581537174282,-1.94361085240591
0.9,2,10,"Fleiss","cf_if",300,172,0.75,0.0116279069767442,0.238372093023256,0.548731711925019,0.428501187868001,0.896202098756245,-0.00379790124375468,0.164954781674006,0.0802581537174282,-1.94361085240591
0.9,2,10,"Fleiss","cf_student_minus",300,172,0.808139534883721,0.0813953488372093,0.11046511627907,0.548731711925019,0.428501187868001,0.896202098756245,-0.00379790124375468,0.164954781674006,0.0802581537174282,-1.94361085240591
0.9,2,10,"Fleiss","cf_student_plus",300,172,0.686046511627907,0.00581395348837209,0.308139534883721,0.548731711925019,0.428501187868001,0.896202098756245,-0.00379790124375468,0.164954781674006,0.0802581537174282,-1.94361085240591
0.9,2,10,"Fleiss","fisher",300,300,0.543333333333333,0.03,0.426666666666667,0.422487522689034,0.228958073276431,0.896202098756245,-0.00379790124375468,0.164954781674006,0.0802581537174282,-1.94361085240591
0.9,2,20,"Fleiss","arcsine",300,300,0.646666666666667,0.00666666666666667,0.346666666666667,0.327411226430475,0.264723383332732,0.890015766277551,-0.00998423372244894,0.113608053953599,0.0819483973724899,-3.23442526182761
0.9,2,20,"Fleiss","basic",300,300,0.646666666666667,0.00333333333333333,0.35,0.343039933841664,0.269692778766186,0.890015766277551,-0.00998423372244894,0.113608053953599,0.0819483973724899,-3.23442526182761
0.9,2,20,"Fleiss","cf_if",300,241,0.800829875518672,0.004149377593361,0.195020746887967,0.399873628483462,0.406997583699872,0.890015766277551,-0.00998423372244894,0.113608053953599,0.0819483973724899,-3.23442526182761
0.9,2,20,"Fleiss","cf_student_minus",300,241,0.763485477178423,0.0497925311203319,0.186721991701245,0.399873628483461,0.406997583699872,0.890015766277551,-0.00998423372244894,0.113608053953599,0.0819483973724899,-3.23442526182761
0.9,2,20,"Fleiss","cf_student_plus",300,241,0.697095435684647,0,0.302904564315353,0.399873628483462,0.406997583699872,0.890015766277551,-0.00998423372244894,0.113608053953599,0.0819483973724899,-3.23442526182761
0.9,2,20,"Fleiss","fisher",300,300,0.706666666666667,0.03,0.263333333333333,0.423863672777696,0.397744689414961,0.890015766277551,-0.00998423372244894,0.113608053953599,0.0819483973724899,-3.23442526182761
0.9,2,40,"Fleiss","arcsine",300,300,0.803333333333333,0.00333333333333333,0.193333333333333,0.244328055984675,0.243231588089978,0.902561499915346,0.00256149991534593,0.0723577849023794,0.0616278571688334,-4.35545580429366
0.9,2,40,"Fleiss","basic",300,300,0.75,0,0.25,0.249308214233443,0.246770341291267,0.902561499915346,0.00256149991534593,0.0723577849023794,0.0616278571688334,-4.35545580429366
0.9,2,40,"Fleiss","cf_if",300,289,0.743944636678201,0,0.256055363321799,0.250771724211679,0.241574594691169,0.902561499915346,0.00256149991534593,0.0723577849023794,0.0616278571688334,-4.35545580429366
0.9,2,40,"Fleiss","cf_student_minus",300,289,0.833910034602076,0.0346020761245675,0.131487889273356,0.250771724211679,0.241574594691169,0.902561499915346,0.00256149991534593,0.0723577849023794,0.0616278571688334,-4.35545580429366
0.9,2,40,"Fleiss","cf_student_plus",300,289,0.671280276816609,0,0.328719723183391,0.250771724211679,0.241574594691169,0.902561499915346,0.00256149991534593,0.0723577849023794,0.0616278571688334,-4.35545580429366
0.9,2,40,"Fleiss","fisher",300,300,0.83,0.0133333333333333,0.156666666666667,0.306475423667373,0.325480377423703,0.902561499915346,0.00256149991534593,0.0723577849023794,0.0616278571688334,-4.35545580429366
0.9,5,10,"Fleiss","arcsine",300,300,0.74,0.0266666666666667,0.233333333333333,0.339626645306308,0.337192215238984,0.881419580957641,-0.0185804190423586,0.106687264510016,0.0781592214520338,-1.63449100517915
0.9,5,10,"Fleiss","basic",300,300,0.73,0.0133333333333333,0.256666666666667,0.353616885292899,0.348733881633431,0.881419580957641,-0.0185804190423586,0.106687264510016,0.0781592214520338,-1.63449100517915
0.9,5,10,"Fleiss","cf_if",300,263,0.787072243346008,0.0228136882129278,0.190114068441065,0.349481199480631,0.32712613576839,0.881419580957641,-0.0185804190423586,0.106687264510016,0.0781592214520338,-1.63449100517915
0.9,5,10,"Fleiss","cf_student_minus",300,263,0.821292775665399,0.0456273764258555,0.133079847908745,0.349481199480631,0.32712613576839,0.881419580957641,-0.0185804190423586,0.106687264510016,0.0781592214520338,-1.63449100517915
0.9,5,10,"Fleiss","cf_student_plus",300,263,0.737642585551331,0.0152091254752852,0.247148288973384,0.349481199480631,0.32712613576839,0.881419580957641,-0.0185804190423586,0.106687264510016,0.0781592214520338,-1.63449100517915
0.9,5,10,"Fleiss","fisher",300,300,0.8,0.0433333333333333,0.156666666666667,0.448493513576502,0.449496919241405,0.881419580957641,-0.0185804190423586,0.106687264510016,0.0781592214520338,-1.63449100517915
0.9,5,20,"Fleiss","arcsine",300,300,0.836666666666667,0.01,0.153333333333333,0.242872453331881,0.248617296494844,0.897806025940898,-0.00219397405910193,0.0674783008385029,0.0590448119197675,-2.43604415209473
0.9,5,20,"Fleiss","basic",300,300,0.793333333333333,0,0.206666666666667,0.247164423272176,0.252111993981757,0.897806025940898,-0.00219397405910193,0.0674783008385029,0.0590448119197675,-2.43604415209473
0.9,5,20,"Fleiss","cf_if",300,295,0.783050847457627,0,0.216949152542373,0.235374314922072,0.239311464270333,0.897806025940898,-0.00219397405910193,0.0674783008385029,0.0590448119197675,-2.43604415209473
0.9,5,20,"Fleiss","cf_student_minus",300,295,0.840677966101695,0.0203389830508475,0.138983050847458,0.235374314922072,0.239311464270333,0.897806025940898,-0.00219397405910193,0.0674783008385029,0.0590448119197675,-2.43604415209473
0.9,5,20,"Fleiss","cf_student_plus",300,295,0.725423728813559,0,0.274576271186441,0.235374314922072,0.239311464270334,0.897806025940898,-0.00219397405910193,0.0674783008385029,0.0590448119197675,-2.43604415209473
0.9,5,20,"Fleiss","fisher",300,300,0.876666666666667,0.0266666666666667,0.0966666666666667,0.300355639802209,0.313169873600804,0.897806025940898,-0.00219397405910193,0.0674783008385029,0.0590448119197675,-2.43604415209473
0.9,5,40,"Fleiss","arcsine",300,300,0.893333333333333,0.02,0.0866666666666667,0.184388680406253,0.187728043053266,0.893779374899994,-0.00622062510000632,0.0494515295693048,0.0459518435227085,-2.85364363689735
0.9,5,40,"Fleiss","basic",300,300,0.876666666666667,0.01,0.113333333333333,0.185892753304665,0.189008529649059,0.893779374899994,-0.00622062510000632,0.0494515295693048,0.0459518435227085,-2.85364363689735
0.9,5,40,"Fleiss","cf_if",300,300,0.85,0.00666666666666667,0.143333333333333,0.180127916655458,0.183147067707356,0.893779374899994,-0.00622062510000632,0.0494515295693048,0.0459518435227085,-2.85364363689735
0.9,5,40,"Fleiss","cf_student_minus",300,300,0.893333333333333,0.03,0.0766666666666667,0.180127916655458,0.183147067707356,0.893779374899994,-0.00622062510000632,0.0494515295693048,0.0459518435227085,-2.85364363689735
0.9,5,40,"Fleiss","cf_student_plus",300,300,0.803333333333333,0,0.196666666666667,0.180127916655458,0.183147067707356,0.893779374899994,-0.00622062510000632,0.0494515295693048,0.0459518435227085,-2.85364363689735
0.9,5,40,"Fleiss","fisher",300,300,0.916666666666667,0.0433333333333333,0.04,0.206675784328349,0.212904613246358,0.893779374899994,-0.00622062510000632,0.0494515295693048,0.0459518435227085,-2.85364363689735
